card_select.avail_basic	此角色可使用基本角色卡來創造
pli_windowtaskbar.10	好友/隊伍
pli_windowtaskbar.11	關地圖
pli_windowtaskbar.12	地圖
pli_windowtaskbar.13	手動相機
pli_windowtaskbar.14	自動相機
pli_windowtaskbar.15	時表
pli_windowtaskbar.16	寵物(快捷鍵 'T')
pli_windowtaskbar.17	手動戰鬥模式
pli_windowtaskbar.18	自動戰鬥模式
pli_windowtaskbar.19	關閉精靈對話視窗
pli_windowtaskbar.20	精靈對話視窗
pli_windowtaskbar.21	若想放棄任務,請按該鍵
pli_windowtaskbar.22	若想查看關於任務情報請按該鍵.
pli_windowtaskbar.23	剩餘時間{0}
pli_windowtaskbar.24	若想返回現實世界請點選此按鍵.
pli_windowtaskbar.25	正在等待租用農耕地.
pli_windowtaskbar.26	影像記錄已結束.
pli_windowtaskbar.27	申請參加騎士競技比賽中.
pli_windowtaskbar.28	騎士競技大會進行中.
pli_windowtaskbar.29	影像記錄
pli_windowtaskbar.30	影像記錄
pli_windowtaskbar.31	經過時間 {0}
pli_windowtaskbar.32	申請參加時尚大賽中.
pli_windowtaskbar.33	有{0} 封的信件未讀.\n可以在村落的信箱確認.
pli_windowtaskbar.34	一天一次可以向其他人求助.
pli_windowtaskbar.35	請按下攝影機轉換按鈕.
pli_windowtaskbar.36	道具使用 : {0}\n
pli_windowtaskbar.37	無法行動 : {0}\n
pli_windowtaskbar.38	跟週圍的 {0} 名稱有緣份.
pli_windowtaskbar.39	農場 F<color=2>A</color>rm
pli_windowtaskbar.40	農場 (<color=2>A</color>)
pli_windowtaskbar.41	彈出農場資訊. {0}
pli_windowtaskbar.42	角色
pli_windowtaskbar.43	技能
pli_windowtaskbar.44	物品
pli_windowtaskbar.45	任務
pli_windowtaskbar.46	動作
pli_windowtaskbar.47	農場
pli_windowtaskbar.48	造型沙龍  F<color=2>=</color>rm
pli_windowtaskbar.49	造型沙龍 (<color=2>=</color>)
pli_windowtaskbar.50	造型沙龍
pli_windowtaskbar.51	造型沙龍 {0}
pli_windowtaskbar.52	才能  F<color=2>-</color>rm
pli_windowtaskbar.53	才能 (<color=2>=</color>)
pli_windowtaskbar.54	才能
pli_windowtaskbar.55	才能{0}
pli_windowtaskbar.56	寵物
pli_windowtaskbar.57	訊息
pli_windowtaskbar.58	隱藏按鍵放大.
pli_windowtaskbar.59	訊息{0}
pli_windowtaskbar.60	能力值情報縮小.
pli_windowtaskbar.61	能力值情報放大.
pli_windowtaskbar.62	觀看轉盤
pli_windowtaskbar.63	連續劇
pli_windowtaskbar.64	連續劇
pli_windowtaskbar.65	商城
pli_windowtaskbar.66	前往商城
pli_windowtaskbar.67	智能系統
pli_windowtaskbar.68	角色
pli_windowtaskbar.69	智能系統 {0}
pli_windowtaskbar.70	伺服器合拼而把之前的道具移到這包包上.
pli_windowtaskbar.71	幸運的賓果活動正在進行中.
pli_windowtaskbar.72	包含在轉蛋上獲得道具的包包.
pli_windowtaskbar.73	台灣神秘商店
pli_windowtaskbar.74	台灣神秘商店用
pli_windowtaskbar.75	我的旋律現況
pli_windowtaskbar.76	拍賣場
pli_windowtaskbar.77	拍賣場
pli_windowtaskbar.78	特性
pli_windowtaskbar.79	特性 {0}
pli_windowtaskbar.80	章節情報
pli_windowtaskbar.81	寵物/精靈
pli_windowtaskbar.83	情報
pli_windowtaskbaraction.1	현재 테스트 서버에서 엘프는 어드밴스드 아이템을 받을 수 없습니다.
pli_windowtaskbaraction.2	已經有召喚中的寵物.
pli_windowtaskbaraction.3	寵物召喚視窗第{0}個寵物沒有.
pli_windowtaskbaraction.4	Item Shop
pli_windowtaskbaraction.5	商城道具下載中...
pli_windowtaskbaraction.6	確實返回現實世界嗎?
pli_windowtaskbaraction.7	確實要放棄並返回現實世界嗎任務?
pli_windowtaskbaraction.8	公告
pli_windowtaskbaraction.9	此為無法查看小地圖的地區.
pli_windowtaskbaraction.10	一天一次, 可以向愛爾琳老練的玩家求助.\n愛爾琳有很和藹可親的人所以不要害怕使用.\n要求助嗎?
pli_windowtaskbaraction.11	有已經召喚中的夥伴.
pli_windowtaskbaraction.12	夥伴召喚視窗的第 {0} 個夥伴不存在.
pli_windowtaskbaraction.13	隱藏按鍵縮小.
pli_windowtaskbaraction.14	隱藏按鍵放大.
pli_windowtaskbaraction.15	向對方提出進行剪刀石頭布中.
pli_windowtaskbaraction.16	取消
pli_windowtaskbaraction.17	夥伴外型變更中無法使用下方選單.
pli_windowtaskbaraction.18	在背載人的狀態之下無法搭乘.
pli_windowtaskbaraction.19	不符合神秘商店的使用資格.
pli_windowtaskbaraction.20	進行新手教學中的角色無法使用.\n(首次重生後可使用)
pli_windowtaskbaraction.21	進行新手教學中的角色無法使用.\n(首次重生後可使用)
pli_windowtaskbaraction.22	進行新手教學中的角色無法使用.\n(首次重生後可使用)
pli_windowtaskbaraction.23	在進行嘉年華會迷你遊戲或精彩活動時無法使用.
pli_windowtaskbaraction.24	現在為無法使用的狀態.
pli_windowtaskbaraction.25	召喚寵物後可以看到技能.
pli_windowtaskbarshadowmission.1	想要從劇場出去請按下按鈕.
pli_windowtaskbarshadowmission.2	想要查看劇本時請點擊按鈕.
pli_windowtaskbarshadowmission.3	要從劇場中出去嗎?
pli_windowtaskbarshadowmission.4	想要停止演戲從劇場中出去嗎?
pli_windowtaskbarshadowmission.5	完成時間 {0}
pli_windowtaskbartrayicon.1	時表
pli_windowtaskbartrayicon.2	道具商城
pli_windowtaskbartrayicon.3	現金商城
pli_windowtaskbartrayicon.4	精靈對話
pli_windowtaskbartrayicon.5	隊伍
pli_windowtaskbartrayicon.6	小地圖
pli_windowtaskbartrayicon.7	戰鬥模式
pli_windowtaskbartrayicon.8	相機模式
pli_windowtaskbartrayicon.9	錄影
pli_windowtaskbartrayicon.10	道具商城
pli_windowtaskbartrayicon.11	道具商城
pli_windowtaskbartrayicon.12	現金商城
pli_windowtaskbartrayicon.13	現金商城
pli_windowtaskbartrayicon.14	精靈對話
pli_windowtaskbartrayicon.15	精靈對話
pli_windowtaskbartrayicon.16	隊伍
pli_windowtaskbartrayicon.17	隊伍
pli_windowtaskbartrayicon.18	地圖
pli_windowtaskbartrayicon.19	地圖
pli_windowtaskbartrayicon.20	台灣神秘商店美容室
pli_windowtaskbartrayicon.21	台灣神秘商店美容室
pli_windowtaskbartrayicon.22	台灣神秘商店美容室
pli_windowtaskbartrayicon.23	瑪奇同人故事
pli_windowtaskbartrayicon.24	互動
pli_windowtaskbartutorialrenewal.1	欲跳過此階段的話請按下按鍵.
pli_windowtaskbartutorialrenewal.2	確定要跳過目前地區的新手教學嗎?\n部分獎勵可能會受到影響.
pli_windowtitle.1	打開稱號目錄選項.
pli_windowtitle.2	可選擇的 稱號選項 目錄
pli_windowtitle.3	從稱號中刪除選項.
pli_windowtitle.4	打開稱號目錄選項.
pli_windowtitle.5	關閉稱號目錄選項.
pli_windowtitle.6	(未使用)
pli_windowtitle.7	{0}日
pli_windowtitle.8	{0}小時
pli_windowtitle.9	{0}分
pli_windowtitle.10	剩下
pli_windowtitle.11	接近結束時間
pli_windowtitle.12	稱號選項
pli_windowtitle.13	請輸入搜尋關鍵字.
pli_windowtitle.14	請輸入搜尋關鍵字.
pli_windowtitle.15	PC방 타이틀 항상 착용
pli_windowtitle.16	PC방에서 로그인시 자동으로 PC방 전용타이틀로 교체할지를 선택하는 옵션
pli_windowtitle.17	接近適用效果結束時間
pli_windowtitle.18	使用右鍵登錄快速尋找/可以解除.
pli_windowtrade.1	請慎重考慮高價道具交易.
pli_windowtrade.2	交易後的道具, 可交易次數會減少 1 .\n當交易次數變為 0時, 就無法進行交易了.\n要交易嗎?
pli_windowtrade.3	告知
pli_windowtrade.4	交易對象 : {0}
pli_windowtrade.5	交易窗擴充
pli_windowtrade.6	背包擴充
pli_windowtrade.7	的兌換背包已擴充.
pli_windowtrade.8	已擴充.
pli_windowtrade.9	擴充自己的兌換背包.\n 每次交易只可擴充一個角色 \n擴充時 <color=2>{0}</color> 金幣會自動從銀行中消耗\n
pli_windowtreasureofgodpocket.1	完成G12 主線任務就可以解除鎖定狀態.
pli_windowtreasureofgodpocket.2	完成G12 主線任務後使用法利亞斯之露就可解除鎖定狀態.
pli_windowtreasureofgodpocket.3	完成G12 主線任務後使用法利亞斯之雨就可解除鎖定狀態.
pli_windowtreasureofgodpocket.4	要滿足特定條件才能讓鎖定狀態解除.
pli_windowtreasureofgodpocket.5	可以裝備法利亞斯的寶物.
pli_windowtreasureofgodpocket.6	G12 主線任務完成後使用法利亞斯的風暴解除鎖定狀態.
pli_windowvideocontrolview.1	影像記錄
pli_windowvideocontrolview.2	開始
pli_windowvideocontrolview.3	結束
pli_windowvideocontrolview.4	上傳YouTube
pli_windowvideocontrolview.5	自動上傳
pli_windowvideocontrolview.6	記錄影像後自動打開YouTube 上傳功能表.
pli_windowvideocontrolview.7	解析度
pli_windowvideocontrolview.8	品質
pli_windowvideocontrolview.9	目前解析度
pli_windowvideocontrolview.10	目前一半解析度
pli_windowvideocontrolview.11	640 x 480
pli_windowvideocontrolview.12	320 x 240
pli_windowvideocontrolview.13	高品質
pli_windowvideocontrolview.14	低品質
pli_windowvideocontrolview.15	影像記錄中無法上傳.
pli_windowvideocontrolview.16	影像上傳中.
pli_windowvideoitemconfirmview.1	上傳結束.\n是否將影像載入到物品?
pli_windowvideoitemconfirmview.2	標題\nTitle
pli_windowvideoitemconfirmview.3	瑪奇(Mabinogi) 遊戲影像
pli_windowvideouploadconfirmview.1	要將記錄的影像上傳到YouTube嗎?
pli_windowvideouploaderview.1	往youtube上傳影像\nUpload video to YouTube
pli_windowvideouploaderview.2	用戶名
pli_windowvideouploaderview.3	打開能用滑鼠輸入用戶名的螢幕小鍵盤.
pli_windowvideouploaderview.4	密碼\nPassword
pli_windowvideouploaderview.5	打開能用滑鼠輸入密碼的螢幕小鍵盤.
pli_windowvideouploaderview.6	使用nexon you tube帳號
pli_windowvideouploaderview.7	標題
pli_windowvideouploaderview.8	瑪奇(Mabinogi) 遊戲影像
pli_windowvideouploaderview.9	說明
pli_windowvideouploaderview.10	瑪奇(Mabinogi) 遊戲影像
pli_windowvideouploaderview.11	標籤
pli_windowvideouploaderview.12	新瑪奇, Mabinogi
pli_windowvideouploaderview.13	文件\nFile
pli_windowvideouploaderview.14	狀態\nStatus
pli_windowvideouploaderview.15	上傳\nUpload
pli_windowvideouploaderview.16	取消\nCancel
pli_windowvideouploaderview.17	關閉\nClose
pli_windowvideouploaderview.18	正在上傳中.
pli_windowvideouploaderview.19	用戶認證失敗.
pli_windowvideouploaderview.20	上傳結束.
pli_windowvideouploaderview.21	用戶認證失敗.
pli_windowvideouploaderview.22	上傳中斷.
pli_windowvideouploaderview.23	請輸入用戶名.
pli_windowvideouploaderview.24	請輸入密碼.
pli_windowvideouploaderview.25	請輸入標題.
pli_windowvideouploaderview.26	請輸入說明.
pli_windowvideouploaderview.27	請輸入標籤.
pli_windowvideouploaderview.28	完成上傳.
pli_windowvideoweblinkconfirmview.1	是否觀看\"{0}\"影像?\n在全螢幕模式時轉換為視窗模式.
pli_windowviewbox.1	上一頁
pli_windowviewbox.2	下一頁
pli_windowviewbox2.1	上一頁
pli_windowviewbox2.2	下一頁
pli_windowvisualkeyboard.1	Visual Keyboard\n螢幕小鍵盤
pli_windowvisualkeyboard.2	* 按下Shift按鈕或按下Shift鍵,\n可以輸入特殊字元,大寫字元.
pli_windowvisualkeyboard.3	打亂鍵盤順序
pli_windowvisualkeyboard.4	系統預設
pli_windowvisualkeyboard.5	輸入
pli_windowvisualkeyboard.6	取消
pli_windowvisualkeyboard.7	ㅂㅈㄷㄱㅅㅛㅕㅑㅐㅔㅁㄴㅇㄹㅎㅗㅓㅏㅣㅋㅌㅊㅍㅠㅜㅡ
pli_windowvisualkeyboard.8	ㅃㅉㄸㄲㅆㅛㅕㅑㅒㅖㅁㄴㅇㄹㅎㅗㅓㅏㅣㅋㅌㅊㅍㅠㅜㅡ
pli_windowvisualkeyboard.9	한/영
pli_windowvisualkeyboard.10	2차 비밀번호는 마비노기의 ID,Password 와 달라야 합니다.
pli_windowvisualkeyboard.11	2차 비밀번호의 길이는 6~16글자로 해야 합니다.
pli_windowvisualkeyboard.12	2차 비밀번호는 문자와 숫자의 조합으로 이루어져야 합니다.
pli_windowvisualkeyboard.13	2차 비밀번호를 등록해야 합니다.\n한번 설정하면 변경할 수 없으니\n입력창의 안내에 따라 신중하게 입력하세요
pli_windowwarpbookinputview.1	目前地點登記在瞬間移動書籍{0}號.\n請輸入相關地點的說明.
pli_windowwarpbookinputview.2	請輸入說明.
pli_windowwarpbookinputview.3	請輸入{0}字以下的文字.
pli_windowwarpbookview.1	地點沒有被登記.\n請先登記地點.
pli_windowwarpbookview.2	每日整點會重置.
pli_windowwarpbookview.3	移動到[{0}]地點.\n現在要移動嗎?
pli_windowwarpbookview.4	移動
pli_windowwinehelpview.1	幫助\nHelp
pli_windowwinehelpview.2	<color=2><outlinecolor=3>葡萄採集</outlinecolor></color>
pli_windowwinehelpview.3	<color=2><outlinecolor=3>熟成</outlinecolor></color>
pli_windowwinehelpview.4	<color=2><outlinecolor=3>橡木桶更換</outlinecolor></color>
pli_windowwinehelpview.5	<color=2><outlinecolor=3>進行橡木桶更換</outlinecolor></color>
pli_windowwinehelpview.6	<color=2><outlinecolor=3>除去沉澱物</outlinecolor></color>
pli_windowwinehelpview.7	<color=2><outlinecolor=3>酸度</outlinecolor></color>
pli_windowwinehelpview.8	為了要製作葡萄酒需要 <color=2><outlinecolor=3>20個</outlinecolor></color>葡萄.\n\n在愛莉妮朵或是傑哈的葡萄園採集葡萄.
pli_windowwinehelpview.9	熟成是評估葡萄酒的價值的重要基準.\n\n<color=2><outlinecolor=3>熟成越久</outlinecolor></color>葡萄酒的價值越高.
pli_windowwinehelpview.10	經過現實時間 24小時後葡萄酒的新鮮度開始會下降.\n\n為了防止新鮮度下降\n<color=2><outlinecolor=3>要週期交換</outlinecolor></color>橡木桶.
pli_windowwinehelpview.11	橡木桶更換作業的次數越多難度也會提升.\n所以太常更換橡木桶在長時間熟成上有困難.\n\n最有希望的方法是 <color=2><outlinecolor=3>每24小時更換一次</outlinecolor></color>橡木桶.
pli_windowwinehelpview.12	葡萄酒熟成過程中一定會出現沉澱物.\n\n為了要維持葡萄酒的純度在交換橡木桶的時候\n<color=2><outlinecolor=3>沉澱物也要一併</outlinecolor></color>除去.
pli_windowwinehelpview.13	除去沉澱物的期間葡萄酒就暴露在空氣中會發生酸化. 作業越久葡萄酒的酸味會增加而讓品質下降.\n\n所以除去沉澱物作業<color=2><outlinecolor=3>進行越快</outlinecolor></color>越好.
pli_windowwinehelpview.14	Close\n關閉
pli_windowworldmap2.1	位於無法顯示的地區.
pli_wineinfoview.1	製作葡萄酒\nWine
pli_wineinfoview.2	葡萄酒資訊
pli_wineinfoview.3	酸度
pli_wineinfoview.4	純度
pli_wineinfoview.5	新鮮度
pli_wineinfoview.6	成熟度
pli_wineinfoview.7	表現酸味適當度的數值.\n在空氣中暴露太久葡萄酒會酸化而降低品質.\n要盡快結束橡木桶更換作業才能維持酸度最佳狀態.
pli_wineinfoview.8	包含在葡萄酒的不純物多會讓純度下降.\n交換橡木桶作業時, 在熟成過程中出現的沉澱物要除去.
pli_wineinfoview.9	如果沒有週期性交換橡木桶及除去沉澱物\n葡萄酒的新鮮度會下降.\n沒有經過現實時間 24小時之前新鮮度是不會下降的.
pli_wineinfoview.10	顯示葡萄酒的熟成期間.\n熟成時間越長的葡萄酒品質會越高.
pli_wineinfoview.11	愛莉妮朵的葡萄園
pli_wineinfoview.12	傑哈的葡萄園
pli_wineinfoview.13	葡萄與道具任意使用沒關係.\n只要可以把傑哈的尊嚴壓扁扁的話.\n布拉格最好的葡萄是怎麼樣的給大家看看.\n\n完成葡萄酒後不用來找我.
pli_wineinfoview.14	葡萄與道具\n任意使用沒關係.\n只要可以把傑哈的尊嚴\n壓扁扁的話.\n布拉格最好的葡萄\n是怎麼樣的給大家看看.\n\n完成葡萄酒後不用來找我.
pli_wineinfoview.15	布拉格的旅行者啊.\n會提供最高級的葡萄與\n最高級的橡木桶.\n幫忙可憐的愛莉妮朵伯爵夫人盡快恢復精神.\n\n製作葡萄酒後拿給潘賈斯特的紅衣主教拜託試飲.
pli_wineinfoview.16	布拉格的旅行者啊.\n會提供最高級的葡萄與\n最高級的橡木桶囉.\n幫忙可憐的愛莉妮朵伯爵夫人盡快恢復精神.\n\n製作葡萄酒後拿給潘賈斯特的紅衣主教拜託試飲.
pli_wineinfoview.17	說明
pli_wineinfoview.18	練習
pli_wineinfoview.19	熟成開始
pli_wineinfoview.20	橡木桶更換
pli_wineinfoview.21	熟成結束
pli_wineinfoview.22	關閉
pli_wineinfoview.23	查看葡萄酒熟成詳細說明.
pli_wineinfoview.24	開始葡萄酒熟成.
pli_wineinfoview.25	完成葡萄酒熟成後獲得葡萄酒.
pli_wineinfoview.26	關閉視窗.
pli_wineinfoview.27	第{0}次練習交換木桶.
pli_wineinfoview.28	第{0}次橡木桶更換開始.
pli_wineinfoview.29	葡萄酒熟成開始\nStart Aging Wine
pli_wineinfoview.30	要開始葡萄酒熟成嗎?
pli_wineinfoview.31	結束葡萄酒熟成\nFinish Aging
pli_wineinfoview.32	要結束葡萄酒的熟成嗎?
